lemma,text1,text2,tgt_ind_1,tgt_ind_2,labels,tw1,tw2
list,Izpitne pole pakirane posebnih varnostnih vrečkah izvodov skupaj pripadajočim številom ocenjevalnih obrazcev konceptnih listov,Tečajna lista,13,1,0,listov,lista
list,Poljski komentatorji primerjajo korak obdobjem Poljaki pridobili pravico imeti potni list predalu svobodno potovati svetu,tišina nepopisan list papirja lotiš pisanja glasbe potrebuješ tišino začne zapolnjevati šumi naključnimi zvoki spredejo glasbo,10,2,0,list,list
list,Zakon objavljen Uradnem listu RS začel veljati naslednji objavi,poglejmo še določa novi zakon varnosti cestnega prometa list RS členu,3,8,1,listu,list
list,Uradnega lista,Okrog razvrščeni naslednji predmeti plastenka kozarec marmelade stari čevlji jajčne lupine omara solatni listi baterije zdravila konzervna škatla jabolčni olupki gnila jabolka veje gnila buča…,1,13,0,lista,listi
list,Rezultat presenetljivo natančnem pogledu zaslon videti navaden knjižni list vsebina spreminja,uporabi barv izkazal kakšnim presežkom barve blede odtenki rastrirani napačno obarvani listi razmočeni rečemo gre dokaj povprečen tiskalnik še najbolj zanimiv zato prenosen ponuja,8,11,1,list,listi
list,uredba priznanjih organov notranje zadeve Uradni list RS,Peter List predstavnik firme VA Tech Wabag Gmbh posebej Celjana dejal kljub bogatim izkušnjam veseli delali takšnimi profesionalci Celjani Vojko Lončarič Vincenc Turk Vegrada konec povedala zahvala zaupanje,6,1,0,list,List
list,fizične osebe želijo oddati mali oglas priložiti fotokopijo osebne izkaznice vozniškega dovoljenja potnega lista pravne osebe kopijo potrdila registraciji podjetja,pravilih odvedel izraz lista rekel Mož žel,13,3,0,lista,lista
list,obrnili nov list zgodovini ustanove,Ljubljana uradnem listu objavljen obsežnejši javni natečaj podelitev koncesij domsko varstvo starejših,2,2,1,list,listu
list,časovni načrt spreminjanja ustave še znan posebna strokovna komisija določno opredelila spremembe prelite ustavne člene gosto popisan list vsebinsko dosedanjo ureditev marsičem korenito spremenile,jedilnem listu skute puste teletine govedine perutninskega mesa kuhana riba maslo zelenjava kruh grobe moke sadni sokovi,17,1,0,list,listu
list,sopotnica osebnem avtu Slovenijo želela vstopiti makedonska državljanka imela ponarejen hrvaški potni list katerega vstavila svojo fotografijo,makedonski državljan peljal Slovenije imel ponarejen makedonski potni list,12,8,1,list,list
list,avtobusom mejo pripeljala turška državljana imela potnih listih ponarejena vizuma Avstrijo Francijo državljana Srbije Črne gore zavrnili poskušal državo priti ponarejeno hrvaško osebno izkaznico,seznamu želja nekdanji Madridčan Arvidas Sabonis pragu dogovora venezuelskim centrom Carlom Herrero Houstonom osvojil šampionska prstana ima zaradi poroke Španko pravico španskega potnega lista podobno argentinski organizator igre Lucas Victoriano igra Real španskem prvenstvu,7,23,1,listih,lista
list,Posebni natečajni komisiji vodstvom generalnega sekretarja vlade Mirka Bandlja očita kršitev spreminjanje pogojev natečajnega postopka objavljenega letos Uradnem listu,DELO Književni listi,18,2,1,listu,listi
list,Izurjen profesionalen mojster tiskanja nepogrešljiv nastanek kakovostnega grafičnega lista,Istra zlasti gospodarskih pogledih mnogočem povezana Trstom podobno mogoče trditi društveno življenje zagotovo slučaj istrski list Il Popolano tiskal Trstu urejal Michele Fachinetti Vižinade,8,15,0,lista,list
list,Društvena dejavnost razširila hrvaško Istro imel pomembno vlogo list Edinost najprej tednik dnevnik,istim pomenom špargelj Asparagus acutifolius navaja Metka Furlan Kras praščika Verjetno izpeljanka fit sufiksom ika prâska veja listi frasca isto BEZ,8,17,0,list,listi
list,mraz neprijetno vreme hitro zvije svoje cvetne liste,Šopek tulipanov ovijte zelenim listom,7,4,0,liste,listom
list,Temeljni spor hrvaškem pisanju Večernjega lista slovenski stroški graditve elektrarne začetku prešli stroške elektrarne hrvaški ostali Hrvaškem elektrogospodarstvu,Mehanizem ima rojstnem listu mlajši prihaja delavnic ETA navija samodejno,5,3,0,lista,listu
list,uglednem evropskem listu objavljen komentar demokraciji katerem besede,polemiko Flajšmanom Cindričem časa zasledujem Književnih listih Dolenjskem listu spušal ulici ustavil znanec vprašal Poslušaj Flajšmanom Cindričem,2,8,0,listu,listu
list,Vida Čadonič Špelič Dolenjskem listu ustanavljanju nove KS Dvor,Uredniki Slavko Vizovišek namestnik glavnega odgovornega urednika Darko Šterbenk vodja deska Bran Maksimovič ljubljansko uredni štvo Darka Zvonar Predan članki komentarji Kornelija Golob Sokolovič Maribor Sonja Ploj Ratajc Tanja Kremžar regijske izdaje Irena Ferluga gospodarstvo Boris Jaušovec zunanja politika Aleš Mrdavšič desk Manfred Meršnik Slovenija Melita Forstnerič Hajnšek kultura Vojislav Bercko kronika Janez Cundrič publicistika Srečko Niedorfer reportaže zanimivosti Sašo Pukl šport Dragica Korade sobotna priloga Mirko Lorenci Toti list Jelka Šprogar stiki bralci Boris Vugrinec fotografija,4,69,1,listu,list
list,naslov Europass evropski delovni potni list,Dejavnost avtošol opravljajo podjetja izpolnjujejo predpisane posebne pogoje določene Zakonom varnosti cestnega prometa ZVCP list RS pridobijo odločbo vpisu register avtošol katerega pristojno ministrstvo notranje zadeve,5,14,0,list,list
list,glavnem razširjene hrastovem drevju oblikujejo pestre šiške listih poganjkih koreninah,koncu poletja nastane vrst šišk spodnji listov,7,6,1,listih,listov
list,Nemški zvezni kancler Gerhard Schröder ima oblasti državi še zdaleč plačilni list zasluži mark bruto plače članku navajali zaradi lažje primerjave nemških markah,Odbor prenovo gradu izdal suhokrajinski zbornik uredila pokojni glavni urednik Dolenjskega lista Marjan Legan Jože Rozman,11,11,0,list,lista
list,Nariši list papirja,Natalija Kustec Cvetka Bevc ČUDOVITI SVET GLASBE Učbenik glasbeno vzgojo razredu devetletne osnovne šole Urednica Maja Lutar Ilustracije Katja Gruber Andreja Kramberger Iztok Kramberger Notografija Milena Jarc Rokopis strokovno pregledala Matjaž Barbo Valerija Nemec glasbena pedagoginja Jezikovni pregled Mojca Tomiši Korektorica Jasna Berčon Učbeniški komplet sestavljajo učbenik delovnimi listi priročnik učitelje CD,1,48,1,list,listi
list,Zasegli pištolo ČZ kalibra mm nabojnikoma streliva ter ukraden potni list,Odločba zvezi vračanjem premoženja objavljena Uradnem listu,10,6,0,list,listu
list,LJUBLJANA Uradnem listu objavljena odločba ustavnega sodišča razveljavitvi zakona začasnem zadržanju izvajanja določb zakona denacionalizaciji zakona izvrševanju kazenskih sankcij oziroma preprosteje nehal veljati moratorij vračanje premoženja postopkih denacionalizacije,Obvestilo času kraju javne obravnave naknadno objavljeno Dolenjskem listu,2,8,1,listu,listu
list,Takrat mlajši sin Aleš neznanega vzroka najverjetneje zaradi trenutne slabosti nenadoma padel nezavarovan list krožne žage močno porezal trebuhu,potni list sliko izdal,13,1,0,list,list
list,svojimi potnimi listi prečkajo uradne državne meje pridobijo državljanov ima Vatikan,kazni zaradi ponarejenih potnih listov,2,4,1,listi,listov
list,Stranka sprožila postopek velja nastavitev nove zemljiške knjige podlagi kopije vložila predlog postopek sodišče naroku ugotovilo dejansko stanje skladno listino sledila objava Uradnem listu RS prek objave upniki nadzirajo lastništvo,popišeš list papirja porabiš,23,1,0,listu,list
list,preglednico vpiši korenine listi,• sveže posušene stisnjene liste,3,3,1,listi,stisnjene
list,Listni pecelj nadaljuje osrednjo žilo listu drevo HRAST,list bukvelist gabra,5,0,1,listu,list
list,opazil vrečkah nataknjene liste,Ime rastlineČašni listi,3,2,0,liste,listi
list,število barva Venčni listi,sredini spirale oblikuj kačjo glavo kapico list narahlo upogneš navznoter,3,6,0,listi,list
list,• raztopino barvil zelenih listov trave,risbi poteka kalitve fižola učenci ponovijo rastlino prihaja korenine liste ter rastlina okolje izloča,3,9,1,zelenih,liste
list,klična lista mladi rastlini odrezali še preden ima liste fotosintezo naredila hrane zase mlada rastlina propadla primanjkovalo hranilnih snovi rast,• poznajo vlogo zgradbo lista,8,3,1,liste,zgradbo
list,List najpomembnejši rastlinski organ,Listi raznoliki rastline ločimo,0,0,1,List,Listi
list,Učenci natančno ogledajo enostaven sestavljen list,obravnavali poglavja Parki zelenice žive meje pozornosti namenimo obliki značilnostim lista obravnavali Rastlinjaka namenimo časa nalogam lista,5,16,1,list,lista
list,Voda izhlapeva listov,Učenci zabeležijo velikost dolžino širino lista ugotovili količina nabrane vode odvisna velikosti lista,2,12,1,listov,lista
list,Razlike podobnosti učenci opazili obliki listne ploskve dolžini peclja obliki listnega roba razporeditvi žil listni ploskvi debelini lista dlačicah barvi lista,Svetloba belem listu delno odbije razpršeno ravnem zrcalu odbije skladu lomnim zakonom nastane slika predmeta,20,2,0,lista,listu
list,• list belega papirja,razdeljeni delovni listi opozarjati nevarnosti podajati podrobnosti varnostnih ukrepih,0,2,1,•,listi
list,Pol dopusta potni list,zmotno prepričani potnega lista mogoče dobiti,3,3,1,list,lista
list,LJUBLJANA Dolgotrajno čakanje potne liste okenci upravnih enot organiziranost uradnikov marsikoga spravita bes,Zbirka gore list,4,2,0,liste,list
list,Brežnjev prebiral Dolenjski list dolenjski rojaki minister promet zveze Igor Umek državni sekretar Marjan Dvornik,Odložil liste srknil požirek heinekena,3,1,0,list,liste
list,Švicarska pošta prodaja naročnikom znamke seriji četverčkih ovitke serijo posameznimi znamkami četverčki spominski list CHF ter list CHF serijo serijo polah znamk ter zvežčič znamk motivom zvončka štirih motivom čopastega ponirka CHF,Zasegli sadik konoplje kilogram sveže nabranih listov grame posušenih rastlinskih delcev elektronsko tehtnico orodje,16,6,0,list,listov
list,ZMEČKAN LIST PAPIRJA,BESEDILO ZMEČKANEM LISTU PAPIRJA,1,2,1,LIST,LISTU
list,list papirja nariši krog,potni list krasijo žigi držav katerih najzanimivejši zdeli Indija Kitajska preselila treba Brazilijo,0,1,0,list,list
list,cvet gnezdo šoja želod žir list krošnja sova duplo suha veja deblo lišaj brst popek korenine,neprijavljeno bival območju imel potnega lista sodnik izrekel opomin,5,5,0,list,lista
list,šibaste veje nosijo številne nasprotne liste,točka odločbe ustavnega sodišča ugotovitvi zakon gospodarski zbornici neskladju ustavo Uradni list nedvoumno glasi citiram člen ZGZS prenesel pooblastilo določanje članarine zbornico opredelil kriterije določitev višine zagotovil potrebni nadzor izvrševanjem pooblastila nasprotju ustavo,5,11,0,liste,list
list,odtrgala listov kladice čaja zdrobila izročila dekletu,namreč Janez Drnovšek opravičeval združeni listi skušal pogladiti vrhuška združene liste počne javnosti oprala mandatarjevo samovoljo,1,5,0,listov,listi
list,komunike Jugoslaviji najverjetneje obravnavan državna tajna objavljen tajnih uradnih listih zato tožnikom uspelo najti niti Ljubljani niti Beogradu,Hvalil ima oboroženih izurjenih mož javno kazal impresivno zbirko pehotnega protioklepnega orožja katerega izdaja orožnega lista civilistom proslulem incidentu Tržiču orožje programsko uporabil ljudem katerih poglavitni greh govorili slovensko govori slovensko…,9,15,0,listih,lista
list,tolsti list Monnierov,Barvo pridobijo zaradi razkrajanja količin odpadlih drevesnih listov lesa,1,7,1,list,listov
list,Rdečerepa razbora potrebuje razmnoževanje šibko razsvetljeno akvarijsko posodo kateri vodnih rastlin tankimi listi,Samica odloži lepljiva jajčeca prilepi vodne rastline ploščatimi listi zlasti rade imajo liste žabark suličark rodu Echinodorus plastične cevi prezračevanje prečiščevanje akvarija akvarijska stekla grelne naprave,12,12,1,listi,liste
list,vode imajo vodne rastline povsem drugačne liste obliko dobijo šele akvarijski posodi prilagodijo življenju vodnem okolju,Listi največkrat enodelni celorobi čvrsti,6,0,1,liste,Listi
list,Rastline tedaj deloma popolnoma vodo razvijejo drugačne liste nežnejši dosti tanjši listov vodno gladino peresasto deljeni tanke listne roglje,koncu deževne dobe vode upadejo prejšnjo višino rastlinah razvijajo značilno oblikovani nadvodni listi,11,12,1,listov,listi
list,vrste akvarijskih rib odlagajo svoje ikre liste vodnih rastlin jajčeca deloma skrita ostrim očem plenivcev kakršni predstavniki južnoameriških karacinidov vrst družine Characidae,Monnierov tolsti list Monnierova bakopa prejšnje vrste razlikuje stebelnih členkih zaradi listi steblu razmaknjeni,6,11,1,liste,listi
list,Premenjalnolistna ludvigija dobila ime namestitvi listov steblu nasprotno temveč premenjalno nameščeni kolencu list zaporedna lista svoji stebla,rod uvrščamo predvsem močvirske rastline imajo vodi spodnji del ozkimi trakastimi listi vodno gladino segajo večinoma suličasti listi,14,17,1,lista,listi
list,telo sestavljata prirastišče spodnji del steljke koreninam podobnimi izrastki pritrjuje podlago nitast peclju podoben del nadaljuje listu podoben sploščen zgornji del steljke,še vrsti priznanj Pavliha prislužil zlata Gallusova značka odličje svobode zlatim listom jubilejna Maroltova značka zlata medalja Bojana Adamiča,16,11,0,listu,listom
list,zeljni listi ohrovtovi listi korenček košček rumene kolerabe košček gomoljne zelene peteršiljeva korenina krompirja vode pol čebule stroka česna dl prosene kaše sol ščepec majarona žlice olja,storitev opredeljena Uradnem listu RS,3,3,0,listi,listu
list,Kustosinja Tanja Badovinac predstavila celjsko grafično zbirko obsega listov grafik originalnih odtisov starih mojstrov stoletja,Večina najstnikov prispe Britanijo ponarejenim potnim listom bodisi prepričanih Otoku dobili obljubljeno delo bodisi vedo končno postajo Italiji,8,6,0,listov,listom
list,vzela roke list papirja sedla pisanju,Potreben načrt ravnanja organskimi kuhinjskimi odpadki evidenčni list ravnanju ter načrt čiščenja posod prostora odpadke,2,7,1,list,list
list,krilni igralki Olena Jacenko Tanja Oder minut skriti črto žoga stežka prihajala zato krimovke Ukrajinki slovenskim potnim listom zahvalijo znosen poraz aktiven izid sobotno povratno tekmo Tivoliju,Jamajška gazela teče slovenskim potnim listom,17,5,1,listom,listom
list,podlagi člena Pravilnika dodeljevanju posojil sredstev občinskega proračuna pospeševanje razvoja obrti podjetništva občini Jesenice list RS Izvršni svet Skupščine občine Jesenice svoji seji sprejel,temi avtorice začele pisati Ženskem listu,14,5,1,list,listu
list,Ženski list Ženski list objavi pismo ženske katerem govori nasilju moža otroki nima kam iti,Ženski list,3,1,1,list,list
list,ima zapisano zakonu stranke kandidirale tretjino žensk kandidatnih listah nedavnim sprejela zakon spremenila ustavo stranke uvrstiti kandidatne liste polovico žensk,• pretegnjena stebla obledeli listi rasti potrebujejo svetlobe,17,3,0,liste,obledeli
list,KMEČKA LISTA DRUŠTVO RAZVOJ KMETIJSTVA PODEŽELJA,tokrat volili liste,1,2,0,LISTA,liste
list,naklonjenost volivcev poteguje Metliki dvanajst strank oziroma list posebnost občine Lista Metliko Lista Antona Muca Lista Antona Pezdirca,razlika vzhodnjakinje praviloma kontrolo zvodnikov bodisi trgovcev belim blagom lastnikov barov pobrali potne liste najbolj standarden način kontrole,15,13,0,Lista,liste
list,Konfesionalna dejavnost del javnega pouka ostaja protizakonita neskladnost ustavo DZ odpraviti objave odločbe uradnem listu,Srčasti lahno dlakavi listi glavnem ostanejo zeleni,14,3,0,listu,listi
list,Razcepljeni listi zaradi močnega okusa največkrat uporabljajo dodatek mešanih solat,Vrhovi poganjkov odmrejo listi najprej obarvajo vzdolž listnih žil kasneje postanejo povsem rjavi,1,3,1,listi,listi
list,Vrt učinkuje barvo cvetov strukturo listov,Listi različicah,5,0,1,listov,Listi
list,GOZDNE RASTLINE LISTI,Lani ukradli potni list letalsko vozovnico hudih zločinov zgodil,2,3,0,LISTI,list
list,Tik preden voda zavre solimo dodamo lovorov list zakuhamo zdrob,Liste oluščimo povaljamo valjarjem zmehčamo položimo krpo prelikamo vročim likalnikom,7,0,1,list,Liste
list,pobrskali nakupovalnih košaricah jedilnih listih,grelec zimske večere Predlagamo zelenjavno juho čebulo lovorovimi listi,4,8,0,listih,listi
list,List južne napadla Lublin,Ponarejeni mrliški listi,0,2,0,List,listi
list,Okro nice organizaciji slovenskega olstva izdane Uradnem listu ZVU,Uradni list ZVU,7,1,1,listu,list
list,zakon začne veljati naslednji objavi Uradnem listu Republike Slovenije Mednarodne pogodbe,Urad predsednika vlade začetku objavil Uradnem listu RS javni razpis izdelavo raziskave javnega mnenja,6,6,1,listu,listu
list,Eterična olja vsebujejo posamezni deli dišavnih začimbnih rastlin plodovih semenju cvetovih cvetnih delih skorji koreninah korenikah gomoljih čebulicah listih mladem zelenju,mirno gledal vrha naloženi tovornjaki mimo vozili pesek dobavnic tovornih listov denar odpeljani gradbeni material namesto blagajno podjetja stekal žepe omenjene četverice,18,10,0,listih,listov
